actual,predicted,correct,timestamp,model_used
A,A,True,1747422914.8685606,model1
A,A,True,1747422915.0266619,model1
A,A,True,1747422915.1768498,model1
A,A,True,1747422915.3222063,model1
A,A,True,1747422915.4723718,model1
A,A,True,1747422915.623391,model1
A,A,True,1747422915.7710643,model1
A,A,True,1747422915.9237168,model1
A,A,True,1747422916.0714936,model1
A,A,True,1747422916.2215173,model1
A,A,True,1747422916.3957405,model1
A,A,True,1747422916.5438669,model1
A,A,True,1747422916.6928236,model1
A,A,True,1747422916.842258,model1
B,B,True,1747422927.97447,model1
B,B,True,1747422928.217386,model1
B,B,True,1747422928.3603384,model1
B,B,True,1747422928.5083208,model1
B,B,True,1747422928.6551592,model1
B,B,True,1747422928.7982779,model1
B,B,True,1747422928.9439862,model1
B,B,True,1747422929.0887547,model1
B,B,True,1747422929.2337227,model1
B,B,True,1747422929.3764527,model1
B,B,True,1747422929.5198066,model1
B,B,True,1747422929.6753604,model1
B,B,True,1747422929.8253045,model1
B,B,True,1747422929.9749353,model1
B,B,True,1747422930.1263502,model1
B,B,True,1747422930.274107,model1
B,B,True,1747422930.426643,model1
B,B,True,1747422930.581827,model1
B,B,True,1747422930.7309685,model1
B,B,True,1747422930.87735,model1
B,B,True,1747422931.0245879,model1
B,B,True,1747422931.1725578,model1
B,B,True,1747422931.3199408,model1
B,B,True,1747422931.468143,model1
B,B,True,1747422931.616769,model1
B,B,True,1747422931.762431,model1
B,B,True,1747422931.9233558,model1
B,B,True,1747422932.0722592,model1
B,B,True,1747422932.224892,model1
B,B,True,1747422932.377215,model1
B,W,False,1747422932.5273917,model2
B,W,False,1747422932.6765003,model2
B,B,True,1747422932.8244154,model1
B,B,True,1747422932.970515,model1
B,B,True,1747422933.1174183,model1
B,W,False,1747422933.2641757,model2
B,B,True,1747422933.4085782,model1
B,B,True,1747422933.554476,model1
B,B,True,1747422933.6999085,model1
B,B,True,1747422933.8450882,model1
B,B,True,1747422933.9925637,model1
B,B,True,1747422934.139179,model1
B,B,True,1747422934.300464,model1
B,B,True,1747422934.447624,model1
B,B,True,1747422934.598568,model1
B,B,True,1747422934.7462964,model1
B,B,True,1747422934.8943055,model1
B,B,True,1747422935.0420508,model1
B,B,True,1747422935.1896315,model1
B,B,True,1747422935.3363404,model1
B,B,True,1747422935.4827735,model1
B,B,True,1747422935.6292956,model1
B,B,True,1747422935.7822595,model1
B,B,True,1747422935.9301965,model1
B,B,True,1747422936.077957,model1
B,B,True,1747422936.2238355,model1
B,B,True,1747422936.37178,model1
B,B,True,1747422936.518993,model1
B,B,True,1747422936.6726906,model1
B,B,True,1747422936.8192759,model1
B,B,True,1747422936.9662871,model1
B,B,True,1747422937.1184564,model1
B,B,True,1747422937.2693715,model1
B,B,True,1747422937.4144225,model1
B,B,True,1747422937.5652084,model1
B,B,True,1747422937.7164385,model1
B,B,True,1747422937.8658633,model1
B,B,True,1747422938.0103052,model1
B,B,True,1747422938.1550987,model1
B,B,True,1747422938.304018,model1
B,W,False,1747422938.4510758,model2
B,W,False,1747422938.596349,model2
B,W,False,1747422938.742382,model2
B,W,False,1747422938.9019809,model2
B,W,False,1747422939.048589,model2
B,W,False,1747422939.1944213,model2
B,W,False,1747422939.344034,model2
B,W,False,1747422939.4981883,model2
B,W,False,1747422939.6501439,model2
B,W,False,1747422939.796887,model2
B,W,False,1747422939.9428957,model2
B,W,False,1747422940.0923452,model2
B,B,True,1747422940.245218,model1
B,B,True,1747422940.3892362,model1
B,B,True,1747422940.535294,model1
B,B,True,1747422940.6822424,model1
B,B,True,1747422940.834061,model1
B,B,True,1747422940.9896727,model1
B,B,True,1747422941.1588073,model1
B,B,True,1747422941.3052938,model1
B,B,True,1747422941.4538984,model1
B,B,True,1747422941.603744,model1
B,B,True,1747422941.7486618,model1
B,B,True,1747422941.8941636,model1
B,B,True,1747422942.0482836,model1
B,B,True,1747422942.193829,model1
B,W,False,1747422942.3392317,model2
B,W,False,1747422942.4824803,model2
B,W,False,1747422942.628085,model2
B,W,False,1747422942.7794223,model2
B,W,False,1747422942.9471703,model2
B,W,False,1747422943.0950356,model2
B,W,False,1747422943.2410762,model2
B,W,False,1747422943.3873918,model2
B,W,False,1747422943.5329585,model2
B,W,False,1747422943.6760647,model2
B,W,False,1747422943.8202975,model2
B,W,False,1747422943.9663281,model2
B,W,False,1747422944.1168575,model2
B,W,False,1747422944.2722037,model2
B,W,False,1747422944.4205465,model2
B,B,True,1747422944.5702405,model1
B,B,True,1747422944.719739,model1
B,B,True,1747422944.8656151,model1
B,B,True,1747422945.0110872,model1
B,B,True,1747422945.1619253,model1
B,B,True,1747422945.326526,model1
B,B,True,1747422945.4801908,model1
B,B,True,1747422945.6300278,model1
B,B,True,1747422945.773961,model1
B,B,True,1747422945.919528,model1
B,B,True,1747422946.0671694,model1
B,B,True,1747422946.2189484,model1
B,B,True,1747422946.3665183,model1
B,B,True,1747422946.5179381,model1
B,B,True,1747422946.6700525,model1
B,B,True,1747422946.8205104,model1
B,B,True,1747422946.9670053,model1
B,B,True,1747422947.1134815,model1
B,B,True,1747422947.2615952,model1
B,B,True,1747422947.407271,model1
B,B,True,1747422947.5563562,model1
B,B,True,1747422947.7237313,model1
B,B,True,1747422947.867505,model1
B,B,True,1747422948.0084608,model1
B,B,True,1747422948.15755,model1
B,B,True,1747422948.299727,model1
B,B,True,1747422948.4444141,model1
B,B,True,1747422948.5902934,model1
B,B,True,1747422948.7368164,model1
B,B,True,1747422948.8802075,model1
B,B,True,1747422949.0312376,model1
B,B,True,1747422949.1808972,model1
B,B,True,1747422949.327865,model1
B,B,True,1747422949.471526,model1
B,B,True,1747422949.6195548,model1
B,B,True,1747422949.7671394,model1
B,B,True,1747422949.9147058,model1
B,B,True,1747422950.1341553,model1
B,B,True,1747422950.2778313,model1
B,B,True,1747422950.421039,model1
B,B,True,1747422950.566561,model1
B,B,True,1747422950.7115219,model1
B,B,True,1747422950.8598652,model1
B,B,True,1747422951.0026186,model1
B,B,True,1747422951.1478093,model1
B,W,False,1747422951.296767,model2
B,B,True,1747422951.4548683,model1
B,B,True,1747422951.6180744,model1
B,B,True,1747422951.7651727,model1
B,B,True,1747422951.911414,model1
B,B,True,1747422952.0577834,model1
B,B,True,1747422952.20805,model1
B,B,True,1747422952.372415,model1
B,B,True,1747422952.5177128,model1
B,B,True,1747422952.6696415,model1
B,B,True,1747422952.813828,model1
B,B,True,1747422952.959441,model1
B,B,True,1747422953.1040184,model1
B,B,True,1747422953.2483976,model1
B,B,True,1747422953.395318,model1
B,B,True,1747422953.5425386,model1
C,B,False,1747422965.8168476,model1
C,C,True,1747422966.0187793,model1
C,C,True,1747422966.1674204,model1
C,C,True,1747422966.3114312,model1
C,C,True,1747422966.4724953,model1
C,C,True,1747422966.617955,model1
C,C,True,1747422966.7611804,model1
C,C,True,1747422966.9054897,model1
C,C,True,1747422967.0538383,model1
C,C,True,1747422967.2082963,model1
C,C,True,1747422967.3568678,model1
C,C,True,1747422967.5019479,model1
C,C,True,1747422967.6485684,model1
C,C,True,1747422967.795312,model1
C,C,True,1747422967.9420938,model1
C,C,True,1747422968.0897322,model1
C,C,True,1747422968.2378964,model1
C,C,True,1747422968.3893435,model1
C,C,True,1747422968.5392208,model1
C,C,True,1747422968.6837988,model1
C,C,True,1747422968.8537982,model1
C,C,True,1747422968.9983392,model1
C,C,True,1747422969.1458917,model1
C,C,True,1747422969.2900586,model1
C,C,True,1747422969.4331067,model1
C,C,True,1747422969.5783453,model1
C,C,True,1747422969.725674,model1
C,C,True,1747422969.872513,model1
C,C,True,1747422970.0162146,model1
C,C,True,1747422970.162649,model1
C,C,True,1747422970.3095767,model1
C,C,True,1747422970.4763224,model1
C,C,True,1747422970.6257129,model1
C,C,True,1747422970.7770808,model1
C,C,True,1747422970.9248254,model1
C,C,True,1747422971.0765202,model1
C,B,False,1747422971.2279804,model1
C,C,True,1747422971.3892457,model1
C,C,True,1747422971.5365653,model1
C,C,True,1747422971.6898508,model1
C,C,True,1747422971.8379848,model1
C,C,True,1747422971.9817624,model1
C,C,True,1747422972.1273127,model1
C,C,True,1747422972.279083,model1
C,C,True,1747422972.4317057,model1
C,C,True,1747422972.5768294,model1
C,C,True,1747422972.7252243,model1
C,C,True,1747422972.8760478,model1
C,C,True,1747422973.0321865,model1
C,C,True,1747422973.1838224,model1
C,C,True,1747422973.3327835,model1
C,C,True,1747422973.4963763,model1
C,C,True,1747422973.6436687,model1
C,C,True,1747422973.7929122,model1
C,B,False,1747422973.9372203,model1
C,C,True,1747422974.0841274,model1
C,B,False,1747422974.2286763,model1
C,C,True,1747422974.3760972,model1
C,C,True,1747422974.524797,model1
C,C,True,1747422974.6748722,model1
C,C,True,1747422974.819945,model1
C,C,True,1747422974.9648793,model1
C,C,True,1747422975.1129436,model1
C,C,True,1747422975.2670949,model1
C,C,True,1747422975.4166243,model1
C,C,True,1747422975.5643423,model1
C,C,True,1747422975.7240682,model1
C,C,True,1747422975.8723116,model1
C,C,True,1747422976.0167987,model1
C,C,True,1747422976.1606524,model1
C,C,True,1747422976.3074174,model1
C,C,True,1747422976.4486625,model1
C,C,True,1747422976.5938065,model1
C,C,True,1747422976.7410145,model1
C,C,True,1747422976.8857944,model1
C,B,False,1747422977.0270336,model1
C,C,True,1747422977.1741686,model1
C,M,False,1747422977.3225808,model2
C,M,False,1747422977.4720094,model2
C,C,True,1747422977.6272535,model1
C,C,True,1747422977.778341,model1
C,C,True,1747422977.9306366,model1
C,C,True,1747422978.0795596,model1
C,C,True,1747422978.2322853,model1
C,C,True,1747422978.3795469,model1
C,C,True,1747422978.5293002,model1
C,C,True,1747422978.6715498,model1
C,C,True,1747422978.8140564,model1
C,C,True,1747422978.9603944,model1
C,M,False,1747422979.1046147,model2
C,C,True,1747422979.250616,model1
C,C,True,1747422979.3952792,model1
C,C,True,1747422979.543356,model1
C,C,True,1747422979.6884086,model1
C,C,True,1747422979.8392255,model1
C,C,True,1747422979.9863987,model1
C,C,True,1747422980.138924,model1
C,C,True,1747422980.2880158,model1
C,C,True,1747422980.436468,model1
C,C,True,1747422980.5865242,model1
C,C,True,1747422980.7323203,model1
C,C,True,1747422980.8776464,model1
C,C,True,1747422981.0265017,model1
C,C,True,1747422981.1711063,model1
C,E,False,1747422981.3143847,model1
D,L,False,1747422987.00448,model1
D,D,True,1747422987.1993039,model1
D,D,True,1747422987.348529,model1
D,D,True,1747422987.4965143,model1
D,D,True,1747422987.645504,model1
D,D,True,1747422987.792632,model1
D,D,True,1747422987.93995,model1
D,D,True,1747422988.0960627,model1
D,D,True,1747422988.2478888,model1
D,D,True,1747422988.3954701,model1
D,D,True,1747422988.5380678,model1
D,D,True,1747422988.6852531,model1
D,D,True,1747422988.8301768,model1
D,D,True,1747422988.979735,model1
D,D,True,1747422989.1272647,model1
D,D,True,1747422989.2855012,model1
D,D,True,1747422989.4907622,model1
D,D,True,1747422989.638779,model1
D,D,True,1747422989.788358,model1
D,D,True,1747422989.9351244,model1
D,D,True,1747422990.1185274,model1
D,D,True,1747422990.2784894,model1
D,D,True,1747422990.4291406,model1
D,D,True,1747422990.5743496,model1
D,D,True,1747422990.7177901,model1
D,D,True,1747422990.8627572,model1
D,D,True,1747422991.0126276,model1
D,D,True,1747422991.1550722,model1
D,D,True,1747422991.3168466,model1
D,D,True,1747422991.460752,model1
D,D,True,1747422991.6045856,model1
D,L,True,1747422991.7542005,model1
D,L,False,1747422991.903858,model1
D,L,False,1747422992.0579598,model1
D,L,False,1747422992.2115436,model1
D,L,False,1747422992.3535726,model1
D,L,False,1747422992.50165,model1
D,L,False,1747422992.6487179,model1
D,L,False,1747422992.7956412,model1
D,L,False,1747422992.9377759,model1
D,L,False,1747422993.0829482,model1
D,L,False,1747422993.2366436,model1
D,L,False,1747422993.3923357,model1
D,L,False,1747422993.5506835,model1
D,L,False,1747422993.6978555,model1
D,L,False,1747422993.8502328,model1
D,L,False,1747422993.9990044,model1
D,L,False,1747422994.1432447,model1
D,L,False,1747422994.2881572,model1
D,L,False,1747422994.4357252,model1
D,L,False,1747422994.5885544,model1
D,L,False,1747422994.7339666,model1
D,V,False,1747422994.8803637,model2
D,K,False,1747422995.0225568,model1
D,D,True,1747422995.172217,model1
D,D,True,1747422995.316881,model1
D,D,True,1747422995.4595838,model1
D,D,True,1747422995.6051652,model1
D,D,True,1747422995.749898,model1
D,D,True,1747422995.9034595,model1
D,L,False,1747422996.0483258,model1
D,L,False,1747422996.1955247,model1
D,D,True,1747422996.3390386,model1
D,D,True,1747422996.4884708,model1
D,D,True,1747422996.6350741,model1
D,D,True,1747422996.7850587,model1
D,D,True,1747422996.9340556,model1
D,D,True,1747422997.0866702,model1
D,D,True,1747422997.2298179,model1
D,D,True,1747422997.3798637,model1
D,D,True,1747422997.5318851,model1
D,D,True,1747422997.6777985,model1
D,L,False,1747422997.8281922,model1
D,L,False,1747422997.9785862,model1
D,L,False,1747422998.1496363,model1
D,L,False,1747422998.2954438,model1
D,L,False,1747422998.4508293,model1
D,L,False,1747422998.602166,model1
D,L,False,1747422998.7513971,model1
D,L,False,1747422998.9019296,model1
D,L,False,1747422999.0477772,model1
D,L,False,1747422999.1996512,model1
D,L,False,1747422999.3507948,model1
D,L,False,1747422999.4960408,model1
D,L,False,1747422999.6405365,model1
D,L,False,1747422999.7864645,model1
D,L,False,1747422999.9317255,model1
D,L,False,1747423000.079884,model1
D,L,False,1747423000.2266164,model1
D,L,False,1747423000.386448,model1
D,L,False,1747423000.5321193,model1
D,L,False,1747423000.6770344,model1
D,L,False,1747423000.8246152,model1
D,L,False,1747423000.9718685,model1
D,L,False,1747423001.1172218,model1
D,L,False,1747423001.2604349,model1
D,L,False,1747423001.405979,model1
D,L,False,1747423001.5564508,model1
D,L,False,1747423001.7117007,model1
D,L,False,1747423001.8634908,model1
D,L,False,1747423002.008178,model1
D,L,False,1747423002.170666,model1
D,L,False,1747423002.3202016,model1
D,L,False,1747423002.466028,model1
D,L,False,1747423002.6082485,model1
D,D,True,1747423002.7582748,model1
D,L,False,1747423002.9065452,model1
D,L,False,1747423003.0584686,model1
D,D,True,1747423003.2098017,model1
D,D,True,1747423003.3628175,model1
D,D,True,1747423003.5060754,model1
D,D,True,1747423003.6595392,model1
D,D,True,1747423003.8072522,model1
D,D,True,1747423003.958959,model1
D,D,True,1747423004.113989,model1
D,D,True,1747423004.261917,model1
D,D,True,1747423004.4095912,model1
D,D,True,1747423004.5644433,model1
D,D,True,1747423004.7097862,model1
D,D,True,1747423004.8536408,model1
D,D,True,1747423005.0003026,model1
D,D,True,1747423005.1461892,model1
D,D,True,1747423005.2939827,model1
D,D,True,1747423005.4400558,model1
D,D,True,1747423005.583979,model1
D,D,True,1747423005.728578,model1
D,D,True,1747423005.8754797,model1
D,D,True,1747423006.0226028,model1
D,L,False,1747423006.1709998,model1
D,L,False,1747423006.320956,model1
D,D,True,1747423006.4702628,model1
D,D,True,1747423006.6187067,model1
D,D,True,1747423006.778631,model1
D,D,True,1747423006.9247265,model1
D,D,True,1747423007.071386,model1
D,D,True,1747423007.2176833,model1
D,D,True,1747423007.3640437,model1
D,D,True,1747423007.511064,model1
D,D,True,1747423007.6582935,model1
D,D,True,1747423007.806256,model1
D,D,True,1747423007.9523637,model1
D,D,True,1747423008.1060135,model1
D,D,True,1747423008.2529507,model1
D,D,True,1747423008.399929,model1
D,D,True,1747423008.5480466,model1
D,D,True,1747423008.6954458,model1
D,D,True,1747423008.848107,model1
D,D,True,1747423009.0138893,model1
D,D,True,1747423009.1603985,model1
D,D,True,1747423009.3254597,model1
D,D,True,1747423009.4701593,model1
D,D,True,1747423009.61827,model1
D,D,True,1747423009.7637887,model1
D,D,True,1747423009.909018,model1
D,D,True,1747423010.0564277,model1
D,D,True,1747423010.2014854,model1
D,D,True,1747423010.3437989,model1
D,D,True,1747423010.490063,model1
D,D,True,1747423010.6864662,model1
D,D,True,1747423010.8297822,model1
D,D,True,1747423010.9776661,model1
D,D,True,1747423011.129213,model1
D,D,True,1747423011.2821624,model1
D,D,True,1747423011.433855,model1
D,D,True,1747423011.5809262,model1
D,D,True,1747423011.7510161,model1
D,D,True,1747423011.8961716,model1
D,D,True,1747423012.0409896,model1
D,D,True,1747423012.192766,model1
D,D,True,1747423012.340489,model1
D,D,True,1747423012.490936,model1
D,D,True,1747423012.6388578,model1
D,D,True,1747423012.7873948,model1
D,D,True,1747423012.934118,model1
D,D,True,1747423013.0799544,model1
D,D,True,1747423013.2259808,model1
D,D,True,1747423013.3715196,model1
D,D,True,1747423013.523792,model1
D,D,True,1747423013.6778762,model1
D,D,True,1747423013.8308542,model1
D,D,True,1747423013.975663,model1
D,D,True,1747423014.1499777,model1
D,D,True,1747423014.3025048,model1
D,D,True,1747423014.448452,model1
D,D,True,1747423014.5952153,model1
D,D,True,1747423014.7426236,model1
D,D,True,1747423014.8892102,model1
D,D,True,1747423015.0339575,model1
D,D,True,1747423015.1838763,model1
D,D,True,1747423015.3318477,model1
D,D,True,1747423015.475506,model1
D,D,True,1747423015.6239178,model1
D,D,True,1747423015.7688746,model1
D,D,True,1747423015.9164145,model1
D,D,True,1747423016.065443,model1
D,D,True,1747423016.227193,model1
D,D,True,1747423016.3726513,model1
D,D,True,1747423016.5340145,model1
D,D,True,1747423016.6773963,model1
D,D,True,1747423016.8237057,model1
D,D,True,1747423016.9729877,model1
D,D,True,1747423017.1218345,model1
D,D,True,1747423017.2704124,model1
D,D,True,1747423017.4156187,model1
D,D,True,1747423017.5654473,model1
D,D,True,1747423017.7112772,model1
D,D,True,1747423017.8590376,model1
D,D,True,1747423018.0100243,model1
D,D,True,1747423018.152101,model1
D,D,True,1747423018.3036523,model1
E,E,True,1747423022.0339513,model1
E,B,False,1747423022.1801565,model1
E,C,False,1747423022.3272223,model1
E,C,False,1747423022.4721248,model1
E,E,True,1747423022.6158166,model1
E,E,True,1747423022.760525,model1
E,E,True,1747423022.9170237,model1
E,M,False,1747423023.0704875,model2
E,M,False,1747423023.2212944,model2
E,M,False,1747423023.3709917,model2
E,M,False,1747423023.5173378,model2
E,M,False,1747423023.6640384,model2
E,E,True,1747423023.8120823,model1
E,E,True,1747423023.9588065,model1
E,E,True,1747423024.1036685,model1
E,E,True,1747423024.247635,model1
E,E,True,1747423024.392603,model1
E,E,True,1747423024.554809,model1
E,E,True,1747423024.7041607,model1
E,E,True,1747423024.8515959,model1
E,E,True,1747423025.0020156,model1
E,E,True,1747423025.174376,model1
E,E,True,1747423025.3226194,model1
E,E,True,1747423025.4692857,model1
E,E,True,1747423025.6176023,model1
E,E,True,1747423025.766518,model1
E,E,True,1747423025.9162807,model1
E,E,True,1747423026.0624235,model1
E,E,True,1747423026.2093794,model1
E,E,True,1747423026.358767,model1
E,E,True,1747423026.5087795,model1
E,E,True,1747423026.6555562,model1
E,E,True,1747423026.8042006,model1
E,E,True,1747423026.9523005,model1
E,E,True,1747423027.100779,model1
E,E,True,1747423027.2481778,model1
E,E,True,1747423027.3957207,model1
E,E,True,1747423027.5406327,model1
E,E,True,1747423027.6987624,model1
E,E,True,1747423027.846555,model1
E,E,True,1747423027.996661,model1
E,E,True,1747423028.1508505,model1
E,E,True,1747423028.3037689,model1
E,E,True,1747423028.454678,model1
E,E,True,1747423028.5955038,model1
E,E,True,1747423028.741642,model1
E,E,True,1747423028.8886547,model1
E,E,True,1747423029.0388021,model1
E,E,True,1747423029.1841075,model1
E,E,True,1747423029.327278,model1
E,E,True,1747423029.474931,model1
E,E,True,1747423029.6217434,model1
E,E,True,1747423029.776235,model1
E,E,True,1747423029.9483013,model1
E,E,True,1747423030.096714,model1
E,E,True,1747423030.2470748,model1
E,E,True,1747423030.404426,model1
E,E,True,1747423030.5541267,model1
E,E,True,1747423030.701094,model1
E,E,True,1747423030.8493767,model1
E,E,True,1747423030.9980047,model1
E,E,True,1747423031.1458333,model1
E,E,True,1747423031.317845,model1
E,E,True,1747423031.4806454,model1
E,E,True,1747423031.6290467,model1
E,E,True,1747423031.7761302,model1
E,E,True,1747423031.9227476,model1
E,E,True,1747423032.0736935,model1
E,E,True,1747423032.2388306,model1
E,E,True,1747423032.3875446,model1
E,E,True,1747423032.5304692,model1
E,E,True,1747423032.6794045,model1
E,E,True,1747423032.831221,model1
E,E,True,1747423032.9755883,model1
E,E,True,1747423033.120055,model1
E,E,True,1747423033.2667537,model1
E,E,True,1747423033.425923,model1
E,E,True,1747423033.5795712,model1
E,E,True,1747423033.7275236,model1
E,E,True,1747423033.8741133,model1
E,E,True,1747423034.0209126,model1
E,E,True,1747423034.1652782,model1
E,E,True,1747423034.3115952,model1
F,D,False,1747423039.1738515,model1
F,F,True,1747423039.324654,model1
F,F,True,1747423039.468154,model1
F,F,True,1747423039.6152933,model1
F,F,True,1747423039.7691405,model1
F,F,True,1747423039.9212308,model1
F,F,True,1747423040.0684037,model1
F,F,True,1747423040.2153027,model1
F,F,True,1747423040.3741307,model1
F,F,True,1747423040.5204456,model1
F,F,True,1747423040.7175593,model1
F,F,True,1747423040.8657618,model1
F,F,True,1747423041.01393,model1
F,F,True,1747423041.1588528,model1
F,F,True,1747423041.305069,model1
F,F,True,1747423041.4522378,model1
F,F,True,1747423041.6121798,model1
F,F,True,1747423041.762443,model1
F,F,True,1747423041.9066067,model1
F,F,True,1747423042.0565417,model1
F,F,True,1747423042.2055702,model1
F,F,True,1747423042.3600273,model1
F,F,True,1747423042.5071244,model1
F,F,True,1747423042.6538951,model1
F,F,True,1747423042.8017795,model1
F,F,True,1747423042.9482098,model1
F,F,True,1747423043.0936756,model1
F,F,True,1747423043.2407222,model1
F,F,True,1747423043.382166,model1
F,F,True,1747423043.5280247,model1
F,F,True,1747423043.6765845,model1
F,F,True,1747423043.8199544,model1
F,F,True,1747423043.9822893,model1
F,F,True,1747423044.1303551,model1
F,F,True,1747423044.278408,model1
F,F,True,1747423044.4217982,model1
F,F,True,1747423044.5740263,model1
F,F,True,1747423044.7294714,model1
F,F,True,1747423044.8778882,model1
F,F,True,1747423045.02477,model1
F,F,True,1747423045.1705837,model1
F,F,True,1747423045.3142967,model1
F,F,True,1747423045.4652958,model1
F,F,True,1747423045.6304066,model1
F,F,True,1747423045.777893,model1
F,F,True,1747423045.9264534,model1
F,F,True,1747423046.0721507,model1
F,F,True,1747423046.216215,model1
F,F,True,1747423046.3793297,model1
F,F,True,1747423046.5318477,model1
G,M,False,1747423074.8262959,model2
G,M,False,1747423074.9788213,model2
G,M,False,1747423075.1271546,model2
G,M,False,1747423075.2759707,model2
G,M,False,1747423075.4262035,model2
G,M,False,1747423075.593049,model2
G,M,False,1747423075.7468233,model2
G,M,False,1747423075.8954983,model2
G,M,False,1747423076.048122,model2
G,M,False,1747423076.2239292,model2
G,A,False,1747423076.3726532,model1
G,A,False,1747423076.5204046,model1
G,A,False,1747423076.671797,model1
G,M,False,1747423076.8376265,model2
G,M,False,1747423076.9987445,model2
G,M,False,1747423077.146417,model2
G,M,False,1747423077.3021665,model2
G,M,False,1747423077.4555259,model2
G,M,False,1747423077.608073,model2
G,M,False,1747423077.7638674,model2
G,M,False,1747423077.9179375,model2
G,M,False,1747423078.069635,model2
G,M,False,1747423078.2193444,model2
G,M,False,1747423078.3681624,model2
G,M,False,1747423078.518478,model2
G,M,False,1747423078.6779706,model2
G,M,False,1747423078.824376,model2
G,M,False,1747423078.9737442,model2
G,M,False,1747423079.1255906,model2
G,M,False,1747423079.2746465,model2
G,M,False,1747423079.4270253,model2
G,M,False,1747423079.5773454,model2
G,M,False,1747423079.7265403,model2
G,M,False,1747423079.8810072,model2
G,M,False,1747423080.034,model2
G,M,False,1747423080.2100408,model2
